ROO016,"Roofing Screw 2.5""",PACLINV0031495,,,12.93,0.00,,,12.93,100.00,,,,,,,,,,,,,
ROU001,Rough Cast Machine,PACLINV0029026,,,862.07,603.45,,,258.62,30.00,,,,,,,,,,,,,
ROU003,Round Covers Black Large,PACLINV0059559,,,"2,198.28",856.26,,,"1,342.02",61.05,,,,,,,,,,,,,
ROU004,Round Covers Black Small,PACLINV0031248,,,43.10,10.34,,,32.76,76.01,,,,,,,,,,,,,
ROU005,Round Covers White Large,PACLINV0057828,,,780.15,319.59,,,460.56,59.03,,,,,,,,,,,,,
ROU006,Round Covers White Small,PACLINV0054534,,,560.34,155.10,,,405.24,72.32,,,,,,,,,,,,,
ROU007,Round File,PACLINV0060314,,,"2,120.67","1,086.26",,,"1,034.41",48.78,,,,,,,,,,,,,
RSB001,R/S Box charcoal grey 2m,PACLINV0053411,,,"19,870.69","12,862.08",,,"7,008.61",35.27,,,,,,,,,,,,,
RSB005,R/S Box Charcoal Grey 3m 28g,PACLINV0040955,,,"141,206.90","111,879.60",,,"29,327.30",20.77,,,,,,,,,,,,,
RSB006,R/S Box Charcoal Grey 2.5m 28g,PACLINV0040955,,,"28,017.24","22,198.60",,,"5,818.64",20.77,,,,,,,,,,,,,
RSB007,R/S Box B/Red 2.5m,PACLINV0060210,,,"49,655.17","43,965.60",,,"5,689.57",11.46,,,,,,,,,,,,,
RUF001,C/S/G RUFF & TUFF 3mm B/whiite,PACLINV0037684,,,"21,508.62","20,267.46",,,"1,241.16",5.77,,,,,,,,,,,,,
SAC001,Sacks,PACLINV0056447,,,"12,081.88","4,177.74",,,"7,904.14",65.42,,,,,,,,,,,,,
SAD001,Saddle Clips 1,PACLINV0043692,,,"1,224.14",627.44,,,596.70,48.74,,,,,,,,,,,,,
SAD002,Saddle Clips 1/2 Hose,PACLINV0059881,,,130.17,137.90,,,-7.73,-5.94,,,,,,,,,,,,,
SAD003,Saddle Clips 1/2,PACLINV0050570,,,"2,926.73","1,239.25",,,"1,687.48",57.66,,,,,,,,,,,,,
SAD004,Saddle Clips 11/2,PACLINV0053099,,,353.45,213.84,,,139.61,39.50,,,,,,,,,,,,,
SAD005,Saddle Clips 2,PACLINV0054289,,,"1,862.08",977.54,,,884.54,47.50,,,,,,,,,,,,,
SAD006,Saddle Clips 3,PACLINV0044501,,,"7,443.97","4,485.44",,,"2,958.53",39.74,,,,,,,,,,,,,
SAD007,Saddle Clips 3/4,PACLINV0052563,,,"1,987.07",765.05,,,"1,222.02",61.50,,,,,,,,,,,,,
SAD008,Saddle Clips 4,PACLINV0043683,,,"2,293.09","1,171.04",,,"1,122.05",48.93,,,,,,,,,,,,,
SAD011,Saddle Clips Plastic 32mm,PACLINV0054018,,,73.28,55.17,,,18.11,24.71,,,,,,,,,,,,,
SAF001,Safety Gloves,PACLINV0056025,,,"10,121.89","9,482.73",,,639.16,6.31,,,,,,,,,,,,,
SAH001,Sahara Filler,PACLINV0032141,,,465.52,431.03,,,34.49,7.41,,,,,,,,,,,,,
SAN006,Sand Paper P100 Roll,PACLINV0059606,,,"43,974.13","26,664.06",,,"17,310.07",39.36,,,,,,,,,,,,,
SAN007,Sand Paper P120 Roll,PACLINV0057041,,,"104,612.08","63,536.35",,,"41,075.73",39.26,,,,,,,,,,,,,
SAN008,Sand Paper P36 Roll,PACLINV0050031,,,"1,551.72","1,077.58",,,474.14,30.56,,,,,,,,,,,,,
SAN009,Sand Paper P40 Roll,PACLINV0055192,,,"3,318.97","2,155.18",,,"1,163.79",35.06,,,,,,,,,,,,,
SAN010,Sand Paper P60 Roll,PACLINV0059733,,,"5,215.52","3,232.77",,,"1,982.75",38.02,,,,,,,,,,,,,
SAN011,Sand Paper P80 Roll,PACLINV0057701,,,"8,706.89","5,351.39",,,"3,355.50",38.54,,,,,,,,,,,,,
SAN012,Sand Truck,PACLINV0030899,,,"31,034.48","28,448.28",,,"2,586.20",8.33,,,,,,,,,,,,,
SAN013,Sand Wheelbarrow,PACLINV0031637,,,775.86,775.86,,,0.00,0.00,,,,,,,,,,,,,
SAN016,Sanding Disk 7,PACLINV0059987,,,"4,400.86","2,193.12",,,"2,207.74",50.17,,,,,,,,,,,,,
SAN017,Sand Paper Water Proof,PACLINV0059456,,,"16,008.63","5,746.50",,,"10,262.13",64.10,,,,,,,,,,,,,
SAN018,Sand Paper P100 Ft,PACLINV0061187,,,"32,185.34","15,533.97",,,"16,651.37",51.74,,,,,,,,,,,,,
SAN019,Sand Paper P120 Ft,PACLINV0058345,,,"51,055.98","24,270.93",,,"26,785.05",52.46,,,,,,,,,,,,,
SAN020,Sand Paper P36 Ft,PACLINV0060558,,,"2,267.23","1,135.23",,,"1,132.00",49.93,,,,,,,,,,,,,
SAN021,Sand Paper P40 Ft,PACLINV0044099,,,"8,956.90","3,894.27",,,"5,062.63",56.52,,,,,,,,,,,,,
SAN022,Sand Paper P60 Ft,PACLINV0059085,,,"7,060.37","3,218.88",,,"3,841.49",54.41,,,,,,,,,,,,,
SAN023,Sand Paper P80 Ft,PACLINV0061134,,,"18,758.59","8,995.62",,,"9,762.97",52.05,,,,,,,,,,,,,
SCR003,Scrapper 2,PACLINV0057993,,,"4,732.77","2,775.64",,,"1,957.13",41.35,,,,,,,,,,,,,
SCR004,Scrapper 2.5,PACLINV0055158,,,517.24,206.88,,,310.36,60.00,,,,,,,,,,,,,
SCR005,Scrapper 3,PACLINV0060455,,,"6,965.50","3,736.32",,,"3,229.18",46.36,,,,,,,,,,,,,
SCR006,Scrapper 4,PACLINV0059217,,,"4,663.77","1,934.02",,,"2,729.75",58.53,,,,,,,,,,,,,
SCR008,Screw Driver Combined,PACLINV0060757,,,"8,866.32","2,881.05",,,"5,985.27",67.51,,,,,,,,,,,,,
SCR009,Screw Driver Flat,PACLINV0059182,,,689.66,315.63,,,374.03,54.23,,,,,,,,,,,,,
SCR011,Screw Driver Star,PACLINV0056280,,,"1,008.61",310.32,,,698.29,69.23,,,,,,,,,,,,,
SCR026,Stanley-Screw Driver Set 6pc-magnetic tip+tester,PACLINV0056007,,,"4,655.18","4,282.50",,,372.68,8.01,,,,,,,,,,,,,
SCR027,Stanley-Screw Driver Set 8pc cushionGrip,PACLINV0050199,,,"2,844.83","2,355.00",,,489.83,17.22,,,,,,,,,,,,,
SCR029,Bosch Screw DriverBit-2608521039-10pc,PACLINV0029492,,,750.00,638.00,,,112.00,14.93,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 30 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
SEA003,Seat Cover H/G,PACLCRN0002871,,,"12,116.38","6,885.10",,,"5,231.28",43.18,,,,,,,,,,,,,
SEL002,Self Tapping Screws 1.5,PACLINV0054759,,,"3,448.28","1,797.25",,,"1,651.03",47.88,,,,,,,,,,,,,
SEL003,Self Tapping Screws 2,PACLINV0037429,,,"5,387.93","3,470.32",,,"1,917.61",35.59,,,,,,,,,,,,,
SEL007,Self Tapping  Screws 3/4,PACLINV0045160,,,"3,750.00","2,068.96",,,"1,681.04",44.83,,,,,,,,,,,,,
SHA001,Shallow Drain,PACLINV0030837,,,"1,637.93","1,379.30",,,258.63,15.79,,,,,,,,,,,,,
SHE001,Shears Adjustable H/G,PACLINV0057314,,,"11,409.47","7,464.85",,,"3,944.62",34.57,,,,,,,,,,,,,
SHE003,Shears Fixed,PACLINV0059266,,,"4,224.12","2,500.00",,,"1,724.12",40.82,,,,,,,,,,,,,
SHE004,Shelf Bracket 10x12,PACLINV0046982,,,"4,422.41","1,898.16",,,"2,524.25",57.08,,,,,,,,,,,,,
SHE005,Shelf Bracket 8x10,PACLINV0049868,,,637.93,274.61,,,363.32,56.95,,,,,,,,,,,,,
SHE008,Shelf Brackets 6x8,PACLINV0057384,,,"1,715.51",905.10,,,810.41,47.24,,,,,,,,,,,,,
SHE010,Orion Shellac Heavy 1l,PACLINV0035463,,,"3,181.03","2,844.84",,,336.19,10.57,,,,,,,,,,,,,
SHE011,Orion Shellac Light 1/2l,PACLINV0043447,,,"4,655.17","2,456.85",,,"2,198.32",47.22,,,,,,,,,,,,,
SHE012,Orion Shellac Light 1l,PACLINV0043344,,,"4,439.65","2,918.43",,,"1,521.22",34.26,,,,,,,,,,,,,
SHE014,Orion Shellac Heavy 1/2L,PACLINV0045070,,,"4,612.07","3,103.44",,,"1,508.63",32.71,,,,,,,,,,,,,
SHO002,Shoe Tacks 1/2,PACLINV0043901,,,543.10,322.75,,,220.35,40.57,,,,,,,,,,,,,
SHO003,Shoe Tacks 3/4,PACLINV0058204,,,"2,706.87","1,061.82",,,"1,645.05",60.77,,,,,,,,,,,,,
SHO005,Lirlee Arabic  Shower-LR9217,PACLINV0042516,,,"7,155.16","4,143.92",,,"3,011.24",42.08,,,,,,,,,,,,,
SHO015,Shower Concealed 5way,PACLINV0055249,,,"71,318.97","62,431.04",,,"8,887.93",12.46,,,,,,,,,,,,,
SID004,Side Flash 28G,PACLINV0040955,,,"22,413.79","17,758.00",,,"4,655.79",20.77,,,,,,,,,,,,,
SIL001,Silicon Gun,PACLINV0042958,,,"2,284.46","1,379.28",,,905.18,39.62,,,,,,,,,,,,,
SIL002,Silicon Gun Sausage,PACLINV0058478,,,"4,396.55","3,965.52",,,431.03,9.80,,,,,,,,,,,,,
SIL003,Silicon Hi Tech Black,PACLINV0056563,,,"18,327.58","10,354.43",,,"7,973.15",43.50,,,,,,,,,,,,,
SIL004,Silicon Hi Tech Clear,PACLINV0059935,,,"86,327.58","51,078.24",,,"35,249.34",40.83,,,,,,,,,,,,,
SIL010,Silicon Sausage Clear,PACLINV0056378,,,"22,008.59","14,153.41",,,"7,855.18",35.69,,,,,,,,,,,,,
SIL011,Silicon Sausage White,PACLINV0060455,,,"10,922.40","6,621.99",,,"4,300.41",39.37,,,,,,,,,,,,,
SIL013,Silicon Tube Black,PACLINV0058157,,,"17,456.85","6,032.59",,,"11,424.26",65.44,,,,,,,,,,,,,
SIL014,Silicon Tube Clear,PACLINV0061176,,,"82,318.72","28,011.19",,,"54,307.53",65.97,,,,,,,,,,,,,
SIL015,Silicon Tube White,PACLINV0058567,,,"17,909.45","5,838.35",,,"12,071.10",67.40,,,,,,,,,,,,,
SIL016,Crown Silicon Solution  5L,PACLINV0060819,,,"43,749.99","41,269.45",,,"2,480.54",5.67,,,,,,,,,,,,,
SIL017,Silicon Sausage Black,PACLINV0060992,,,"12,068.97","6,916.08",,,"5,152.89",42.70,,,,,,,,,,,,,
SIM001,Simba Cement,PACLINV0057640,,,"102,704,274.65","98,532,422.30",,,"4,171,852.35",4.06,,,,,,,,,,,,,
SIN004,Single Socket,PACLINV0057813,,,"1,551.73",827.60,,,724.13,46.67,,,,,,,,,,,,,
SIS001,Sisal Rope Big,PACLINV0060342,,,672.41,413.82,,,258.59,38.46,,,,,,,,,,,,,
SIS002,Sisal Rope Small,PACLINV0059340,,,"5,163.76","2,206.72",,,"2,957.04",57.27,,,,,,,,,,,,,
SIS003,Sisal Twine 1kg,PACLINV0058644,,,"1,172.42",750.00,,,422.42,36.03,,,,,,,,,,,,,
SIS004,Sisal Twine 2kg,PACLINV0051566,,,"1,508.62","1,099.15",,,409.47,27.14,,,,,,,,,,,,,
SLA001,Slasher-Wooden,PACLINV0060590,,,"29,547.30","12,954.52",,,"16,592.78",56.16,,,,,,,,,,,,,
SLE001,Sledge Hammer 10lb,PACLINV0059768,,,"8,922.41","7,327.60",,,"1,594.81",17.87,,,,,,,,,,,,,
SLE002,Sledge Hammer 12lb,PACLINV0057178,,,"12,327.58","9,931.08",,,"2,396.50",19.44,,,,,,,,,,,,,
SLE003,Sledge Hammer 14lb,PACLINV0044433,,,"3,448.27","2,353.44",,,"1,094.83",31.75,,,,,,,,,,,,,
SLE004,Sledge Hammer 6lb,PACLINV0049490,,,"1,982.75","1,344.84",,,637.91,32.17,,,,,,,,,,,,,
SLE005,Sledge Hammer 8lb,PACLINV0057247,,,"1,250.00",896.56,,,353.44,28.28,,,,,,,,,,,,,
SOC001,Socket Double Gold,PACLINV0029019,,,"7,379.30","4,742.73",,,"2,636.57",35.73,,,,,,,,,,,,,
SOC002,Socket Single Black,PACLINV0042168,,,"8,043.08","5,395.03",,,"2,648.05",32.92,,,,,,,,,,,,,
SOC003,Socket Double Metal,PACLINV0058563,,,"6,905.15","5,689.64",,,"1,215.51",17.60,,,,,,,,,,,,,
SOC004,Socket Single Metal,PACLINV0060814,,,"3,922.41","3,258.63",,,663.78,16.92,,,,,,,,,,,,,
SOC005,Socket Double Black,PACLINV0047048,,,"25,172.42","19,611.80",,,"5,560.62",22.09,,,,,,,,,,,,,
SOC006,Socket Double ( USB) Black,PACLINV0059850,,,"23,793.10","18,836.31",,,"4,956.79",20.83,,,,,,,,,,,,,
SOC009,Tronic Socket Double,PACLINV0059219,,,"10,543.09","8,324.60",,,"2,218.49",21.04,,,,,,,,,,,,,
SOC010,Tronic Socket Single,PACLINV0061125,,,"3,232.76","2,177.64",,,"1,055.12",32.64,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 31 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
SOC013,Socket Double,PACLINV0059329,,,"5,336.19","3,439.59",,,"1,896.60",35.54,,,,,,,,,,,,,
SOF003,Soft Broom With Handle,PACLINV0059825,,,"43,776.71","14,030.08",,,"29,746.63",67.95,,,,,,,,,,,,,
SOF004,Soft Broom Without  Handle,PACLINV0056457,,,"8,314.63","4,350.24",,,"3,964.39",47.68,,,,,,,,,,,,,
SPA001,Spade Imported,PACLINV0057249,,,"161,775.77","95,337.56",,,"66,438.21",41.07,,,,,,,,,,,,,
SPA007,Spanner Combined 17,PACLINV0050763,,,525.86,172.40,,,353.46,67.22,,,,,,,,,,,,,
SPA010,Spanner Fix 14x15,PACLINV0051344,,,215.52,43.10,,,172.42,80.00,,,,,,,,,,,,,
SPA011,Spanner Fix 16x17,PACLINV0028700,,,146.55,72.42,,,74.13,50.58,,,,,,,,,,,,,
SPA015,Spanner Ring 12x13,PACLINV0061297,,,"1,481.04",650.65,,,830.39,56.07,,,,,,,,,,,,,
SPA016,Spanner Ring 14x15,PACLINV0060072,,,"1,775.85",749.56,,,"1,026.29",57.79,,,,,,,,,,,,,
SPA017,Spanner Ring 16x17,PACLINV0061193,,,"1,137.92",635.20,,,502.72,44.18,,,,,,,,,,,,,
SPA020,Spanner Fix 6mm,PACLINV0043142,,,206.90,190.00,,,16.90,8.17,,,,,,,,,,,,,
SPI001,Spirit Level 10,PACLINV0057406,,,474.14,379.32,,,94.82,20.00,,,,,,,,,,,,,
SPI002,Spirit Level 12,PACLINV0061049,,,603.44,413.80,,,189.64,31.43,,,,,,,,,,,,,
SPI006,Spirit Level Magnetic 10,PACLINV0028538,,,543.10,390.82,,,152.28,28.04,,,,,,,,,,,,,
SPI007,Spirit Level Magnetic 12,PACLINV0030121,,,"1,120.68",858.24,,,262.44,23.42,,,,,,,,,,,,,
SPI008,Spirit Level Medium Magnetic,PACLINV0060782,,,905.17,431.05,,,474.12,52.38,,,,,,,,,,,,,
SPI009,Spirit Level  80CM-WADFOW,PACLINV0061242,,,"3,362.07","2,420.90",,,941.17,27.99,,,,,,,,,,,,,
SPR002,Spray Paint Blue,PACLINV0045328,,,"1,422.42",617.24,,,805.18,56.61,,,,,,,,,,,,,
SPR003,Spray Paint Chrome MAXIMA,PACLINV0060046,,,"2,844.83","2,268.08",,,576.75,20.27,,,,,,,,,,,,,
SPR004,Spray Paint  Black MAXIMA,PACLINV0051427,,,"9,655.16","5,463.72",,,"4,191.44",43.41,,,,,,,,,,,,,
SPR005,Spray Paint White- MAXIMA,PACLINV0056321,,,"11,077.57","6,371.04",,,"4,706.53",42.49,,,,,,,,,,,,,
SPR006,Spray Paint Gold MAXIMA,PACLINV0060046,,,"6,681.03","5,132.80",,,"1,548.23",23.17,,,,,,,,,,,,,
SPR007,Spray Paint Matt Black,PACLINV0043624,,,"3,405.16","1,664.77",,,"1,740.39",51.11,,,,,,,,,,,,,
SPR008,Spray Paint Red-MAXIMA,PACLINV0029912,,,"1,034.49",607.77,,,426.72,41.25,,,,,,,,,,,,,
SPR009,Spray Paint Remover,PACLINV0045607,,,"2,206.89","1,637.92",,,568.97,25.78,,,,,,,,,,,,,
SPR011,Spray Paint Gold,PACLINV0055655,,,"2,801.72","1,338.65",,,"1,463.07",52.22,,,,,,,,,,,,,
SPR015,Sprinkler Head,PACLINV0059004,,,"1,112.07",810.00,,,302.07,27.16,,,,,,,,,,,,,
SPR019,Spray Paint Grey MAXIMA,PACLINV0044417,,,344.83,198.27,,,146.56,42.50,,,,,,,,,,,,,
SPR020,Spray Paint Grey,PACLINV0038625,,,"1,810.35",827.58,,,982.77,54.29,,,,,,,,,,,,,
SPR021,Spray Paint Bright Gold MAXIMA,PACLINV0056935,,,"3,922.41","2,685.30",,,"1,237.11",31.54,,,,,,,,,,,,,
SPR022,Spray Paint  Yellow  MAXIMA,PACLINV0042131,,,"1,422.42",827.56,,,594.86,41.82,,,,,,,,,,,,,
SPR023,Spray Paint Asmaco- Matt Black,PACLINV0048930,,,"2,155.16","1,025.85",,,"1,129.31",52.40,,,,,,,,,,,,,
SPR024,Spray Paint Asmaco-Silver,PACLINV0053981,,,"1,163.79",439.65,,,724.14,62.22,,,,,,,,,,,,,
SPR027,Sprinkler Rotary,PACLINV0054691,,,"3,620.67","2,844.84",,,775.83,21.43,,,,,,,,,,,,,
SPR028,Spray Paint Maxima Bright Silver,PACLINV0053450,,,"1,551.72","1,107.20",,,444.52,28.65,,,,,,,,,,,,,
SQ 001,Sq 10,PACLINV0058886,,,"6,465.52","5,482.74",,,982.78,15.20,,,,,,,,,,,,,
SQU001,Squeezer,PACLINV0058906,,,"2,456.88","1,719.54",,,737.34,30.01,,,,,,,,,,,,,
STA009,Standard Thinner Crown 1l,PACLINV0059344,,,"8,836.23","6,426.53",,,"2,409.70",27.27,,,,,,,,,,,,,
STA010,Standard Thinner Crown 5l,PACLINV0060336,,,"123,836.19","111,096.80",,,"12,739.39",10.29,,,,,,,,,,,,,
STA011,Standard Thinner Glory 1l,PACLINV0058809,,,"34,465.39","21,988.77",,,"12,476.62",36.20,,,,,,,,,,,,,
STA012,Standard Thinner Glory 5l,PACLINV0059919,,,"134,409.51","96,574.13",,,"37,835.38",28.15,,,,,,,,,,,,,
STA015,Star Bit,PACLINV0050486,,,"5,030.18","2,370.50",,,"2,659.68",52.87,,,,,,,,,,,,,
STA016,Standard Thinner Dura 5 ltrs,PACLINV0029022,,,"2,931.03","2,068.00",,,863.03,29.44,,,,,,,,,,,,,
STE001,Steel Float Trowel Yellow,PACLINV0059217,,,"2,499.99","1,241.36",,,"1,258.63",50.35,,,,,,,,,,,,,
STE002,Steel Nails Pcs,PACLINV0057267,,,"4,331.85","1,154.12",,,"3,177.73",73.36,,,,,,,,,,,,,
STE003,Steel Nails Pkt 1,PACLINV0060206,,,"35,663.88","19,430.68",,,"16,233.20",45.52,,,,,,,,,,,,,
STE004,Steel Nails Pkt 1.5,PACLINV0056932,,,"11,405.20","6,244.65",,,"5,160.55",45.25,,,,,,,,,,,,,
STE005,Steel Nails Pkt 2,PACLINV0061202,,,"50,706.99","27,020.74",,,"23,686.25",46.71,,,,,,,,,,,,,
STE006,Steel Nails Pkt 2.5,PACLINV0056117,,,"21,319.01","11,145.78",,,"10,173.23",47.72,,,,,,,,,,,,,
STE007,Steel Nails Pkt 3,PACLINV0060048,,,"116,275.88","62,190.87",,,"54,085.01",46.51,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 32 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
STE008,Steel Nails Pkt 4,PACLINV0056253,,,"51,965.50","27,851.62",,,"24,113.88",46.40,,,,,,,,,,,,,
STE010,Steel Tape 100m,PACLINV0060275,,,"6,681.04","5,191.57",,,"1,489.47",22.29,,,,,,,,,,,,,
STE011,Steel Tape 50m,PACLINV0048839,,,"1,896.55","1,422.42",,,474.13,25.00,,,,,,,,,,,,,
STE012,Steel Trowel Rubber Handle,PACLINV0058309,,,"5,387.90","2,781.73",,,"2,606.17",48.37,,,,,,,,,,,,,
STE014,Steel Trowel Wooden Handle,PACLINV0040682,,,301.72,155.17,,,146.55,48.57,,,,,,,,,,,,,
STO001,Stone 4x9,PACLINV0029500,,,"2,162.07","1,769.04",,,393.03,18.18,,,,,,,,,,,,,
STO003,Stone 9x9,PACLINV0031777,,,"2,413.79","2,105.28",,,308.51,12.78,,,,,,,,,,,,,
STO006,Stop Cork Cons 1/2 Cobra,PACLINV0059786,,,"66,922.45","38,546.47",,,"28,375.98",42.40,,,,,,,,,,,,,
STR003,Strip Connector 30a,PACLINV0046918,,,"1,137.94",896.48,,,241.46,21.22,,,,,,,,,,,,,
STR005,Stronghold Parquet Crown 1kg,PACLINV0059046,,,"11,870.68","8,346.99",,,"3,523.69",29.68,,,,,,,,,,,,,
STR006,Stronghold Parquet Crown 20k,PACLINV0058283,,,"141,206.90","130,128.71",,,"11,078.19",7.85,,,,,,,,,,,,,
STR008,Stronghold Parquet Crown 4kg,PACLINV0059325,,,"37,198.29","31,450.90",,,"5,747.39",15.45,,,,,,,,,,,,,
STR010,Stronghold T/Adhesive 1kg,PACLINV0060327,,,"13,965.50","8,406.97",,,"5,558.53",39.80,,,,,,,,,,,,,
STR012,Stronghold T/Adhesive 4kg,PACLINV0061244,,,"32,155.16","26,567.40",,,"5,587.76",17.38,,,,,,,,,,,,,
STR016,Strip Connector 20a,PACLINV0049868,,,163.80,94.82,,,68.98,42.11,,,,,,,,,,,,,
STY001,Styro Foam 1,PACLINV0059617,,,"26,077.59","18,700.00",,,"7,377.59",28.29,,,,,,,,,,,,,
STY002,Styro Foam 1/2,PACLINV0049838,,,"5,000.01","3,655.85",,,"1,344.16",26.88,,,,,,,,,,,,,
STY003,Styro Foam 3/4,PACLINV0058038,,,"24,676.70","18,146.62",,,"6,530.08",26.46,,,,,,,,,,,,,
SUP001,Super Glue Big,PACLINV0032425,,,129.30,69.66,,,59.64,46.13,,,,,,,,,,,,,
SUP002,Super Glue Small,PACLINV0060426,,,"2,356.82","1,090.20",,,"1,266.62",53.74,,,,,,,,,,,,,
SWI001,Tronic Switch 1 Gang,PACLINV0056636,,,"3,612.06","1,508.70",,,"2,103.36",58.23,,,,,,,,,,,,,
SWI002,Switch 2 Gang,PACLINV0058389,,,"10,249.99","1,368.76",,,"8,881.23",86.65,,,,,,,,,,,,,
SWI003,Switch 3 Gang,PACLINV0053532,,,603.45,387.00,,,216.45,35.87,,,,,,,,,,,,,
SWI004,Switch 4 Gang Gold,PACLINV0051605,,,905.17,898.71,,,6.46,0.71,,,,,,,,,,,,,
SWI005,Switch Box Double,PACLINV0059603,,,"67,586.18","40,667.21",,,"26,918.97",39.83,,,,,,,,,,,,,
SWI006,Switch Box Single,PACLCRN0002791,,,"63,396.47","29,750.40",,,"33,646.07",53.07,,,,,,,,,,,,,
SWI007,Switch 2 Gang  Black,PACLINV0038043,,,"3,603.45","2,781.03",,,822.42,22.82,,,,,,,,,,,,,
SWI008,Switch 3 gang Black,PACLINV0038043,,,"3,310.34","2,568.00",,,742.34,22.42,,,,,,,,,,,,,
SWI009,Switch 4 gang Black,PACLINV0038043,,,"1,112.07",801.72,,,310.35,27.91,,,,,,,,,,,,,
SWI015,Switch 2 Gang Gold,PACLINV0038757,,,258.62,241.38,,,17.24,6.67,,,,,,,,,,,,,
T S001,T Stoppers,PACLINV0035546,,,241.38,84.56,,,156.82,64.97,,,,,,,,,,,,,
TAC002,Taco Easycare Polish 5l,PACLINV0047986,,,"1,982.76","1,896.55",,,86.21,4.35,,,,,,,,,,,,,
TAN001,Tangit 1000ml,PACLINV0057592,,,"99,056.05","88,291.44",,,"10,764.61",10.87,,,,,,,,,,,,,
TAN002,Tangit 100ml,PACLINV0059176,,,"18,318.85","12,739.29",,,"5,579.56",30.46,,,,,,,,,,,,,
TAN003,Tangit 250ml,PACLINV0060947,,,"115,189.60","89,796.59",,,"25,393.01",22.04,,,,,,,,,,,,,
TAN004,Tangit 500ml,PACLINV0059301,,,"273,514.05","226,760.26",,,"46,753.79",17.09,,,,,,,,,,,,,
TAN005,Tangit 50ml,PACLINV0059756,,,"9,409.53","5,821.71",,,"3,587.82",38.13,,,,,,,,,,,,,
TAN006,Tank Connector 1,PACLINV0041970,,,935.34,568.98,,,366.36,39.17,,,,,,,,,,,,,
TAN007,Tank Connector 1/2,PACLINV0056613,,,456.89,90.10,,,366.79,80.28,,,,,,,,,,,,,
TAN009,Tank Connector 3/4,PACLINV0044504,,,"1,219.82",680.58,,,539.24,44.21,,,,,,,,,,,,,
TAP001,Tap Garden 1/2,PACLINV0060613,,,"37,525.81","24,029.11",,,"13,496.70",35.97,,,,,,,,,,,,,
TAP002,Tap Garden 3/4,PACLINV0056728,,,"7,413.78","5,203.43",,,"2,210.35",29.81,,,,,,,,,,,,,
TAP003,Tap Lockable 1/2,PACLINV0045983,,,948.28,676.26,,,272.02,28.69,,,,,,,,,,,,,
TAP004,Tap Lockable 3/4,PACLINV0056496,,,"2,370.68","1,403.68",,,967.00,40.79,,,,,,,,,,,,,
TAP007,Tap Pegler 1/2,PACLINV0058896,,,"22,784.43","11,668.56",,,"11,115.87",48.79,,,,,,,,,,,,,
TAP008,Tap Pegler 3/4,PACLINV0058150,,,"6,068.95","3,597.68",,,"2,471.27",40.72,,,,,,,,,,,,,
TAP015,Tape Measure 3m,PACLINV0060578,,,"2,327.57","1,948.42",,,379.15,16.29,,,,,,,,,,,,,
TAP017,Tape Measure 5m,PACLINV0043439,,,"2,594.84","1,300.00",,,"1,294.84",49.90,,,,,,,,,,,,,
TAP019,Tape Measure Steel 100m,PACLINV0030874,,,"5,972.41","5,458.30",,,514.11,8.61,,,,,,,,,,,,,
TAP022,Tape Measure Knicker 5M,PACLINV0056723,,,"7,573.05","4,933.58",,,"2,639.47",34.85,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 33 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
TAP025,Tape Measure Knicker 7.5M,PACLINV0049179,,,"13,689.52","8,860.81",,,"4,828.71",35.27,,,,,,,,,,,,,
TEE001,Tee 1x1/8,PACLINV0060761,,,"40,612.08","31,962.64",,,"8,649.44",21.30,,,,,,,,,,,,,
TEE002,Tee 3/4x1/8,PACLINV0046856,,,"8,060.36","6,299.24",,,"1,761.12",21.85,,,,,,,,,,,,,
TEE003,Tee Door,PACLINV0058631,,,"23,405.17","19,767.88",,,"3,637.29",15.54,,,,,,,,,,,,,
TEE004,Tee Hinges 4,PACLINV0056951,,,"2,344.82",844.76,,,"1,500.06",63.97,,,,,,,,,,,,,
TEE005,Tee Hinges 6,PACLINV0060891,,,"3,862.07","2,138.07",,,"1,724.00",44.64,,,,,,,,,,,,,
